28089 individus au total dans la vague
196 bacs dans le fichier

Id Bac;Nombre d'individus
06029;15671;3;3;3
06029;15675;56;63;56
06029;15689;0;0;0
06029;15747;0;0;0
06029;15831;0;0;0
06029;15832;0;0;0
06029;16012;12;13;12
06029;16019;8;9;8
06029;16070;0;0;0
06029;16258;4;4;4
06029;16330;6;6;6
06029;16331;3;3;3
06029;16340;0;0;0
06029;16378;6;6;6
06029;16440;0;0;0
06029;16505;0;0;0
06029;16528;0;0;0
06029;16583;6;6;6
06029;16607;0;0;0
06029;16610;5;5;5
06029;16629;8;9;8
06029;16676;6;6;6
06029;16751;25;27;25
06029;16774;0;0;0
06029;16909;0;0;0
06029;16944;3;3;3
06029;17002;8;9;8
06029;17008;0;0;0
06029;17041;5;5;5
06029;17226;25;27;25
06029;17264;4;4;4
06029;17277;68;80;68
06029;17278;2;2;2
06029;17349;0;0;0
06029;17383;0;0;0
06029;17442;25;27;25
06029;17447;0;0;0
06029;17579;0;0;0
06029;17587;0;0;0
06029;17605;11;12;11
06029;17632;0;0;0
06029;17870;20;21;20
06029;18035;0;0;0
06029;18054;2;2;2
06029;18057;20;21;20
06029;18082;6;6;6
06029;18090;12;13;12
06029;18126;20;21;20
06029;18177;20;21;20
06029;18188;0;0;0
06029;18239;3;3;3
06029;18246;0;0;0
06029;18287;2;2;2
06029;18292;0;0;0
06029;18370;0;0;0
06029;18391;11;12;11
06029;18440;16;16;16
06029;18443;6;6;6
06029;18461;5;5;5
06029;18463;0;0;0
06029;18485;25;27;25
06029;18508;6;6;6
06029;18518;6;6;6
06029;18540;0;0;0
06029;18552;12;13;12
06029;18557;11;12;11
06029;18597;0;0;0
06029;18630;0;0;0
06029;18678;0;0;0
06029;18728;2;2;2
06029;18741;0;0;0
06029;18744;0;0;0
06029;18747;11;12;11
06029;18760;8;9;8
06029;18837;11;12;11
06029;18870;0;0;0
06029;18878;25;27;25
06029;18888;12;13;12
06029;18949;0;0;0
06029;18995;6;6;6
06029;19003;0;0;0
06029;19037;0;0;0
06029;19054;8;9;8
06029;19061;6;6;6
06029;19170;12;13;12
06029;19215;3;3;3
06029;19240;0;0;0
06029;19243;0;0;0
06029;19246;3;3;3
06029;19325;0;0;0
06029;19364;12;13;12
06029;19422;25;27;25
06029;19456;3;3;3
06029;19457;2;2;2
06029;19471;2;2;2
06029;19473;12;13;12
06029;19515;6;6;6
06029;19519;25;27;25
06029;19537;20;21;20
06029;19551;12;13;12
06029;19568;3;3;3
06029;19578;12;13;12
06029;19599;0;0;0
06029;19600;0;0;0
06029;19612;0;0;0
06029;19616;0;0;0
06029;19627;0;0;0
06029;19633;6;6;6
06029;19651;0;0;0
06029;19665;12;13;12
06029;19666;6;6;6
06029;19675;0;0;0
06029;19750;11;12;11
06029;19840;56;63;56
06029;19848;0;0;0
06029;19857;8;9;8
06029;19884;0;0;0
06029;19997;25;27;25
06029;20099;8;9;8
06029;20101;0;0;0
06029;20169;2;2;2
06029;20180;0;0;0
06029;20236;0;0;0
06029;20238;0;0;0
06029;20246;0;0;0
06029;20335;0;0;0
06029;20363;3;3;3
06029;20418;4;4;4
06029;20442;0;0;0
06029;20491;0;0;0
06029;20533;0;0;0
06029;20699;6;6;6
06029;20804;0;0;0
06029;20822;12;13;12
06029;20873;2;2;2
06029;20878;1;1;1
06029;20896;2;2;2
06029;20964;6;6;6
06029;21211;6;6;6
06029;21306;0;0;0
06029;21358;3;3;3
06029;21359;0;0;0
06029;21365;63;110;63
06029;21423;0;0;0
06029;21495;3;3;3
06029;21563;0;0;0
06029;21565;0;0;0
06029;21566;25;27;25
06029;21572;25;27;25
06029;21608;20;21;20
06029;21766;0;0;0
06029;21846;6;6;6
06029;21881;0;0;0
06029;21965;3;3;3
06029;22270;3;3;3
06029;22336;8;9;8
06029;22354;8;9;8
06029;22537;6;6;6
06029;24129;3;3;3
06029;24179;6;6;6
06029;24188;3;3;3
06029;24200;2;2;2
06029;24291;8;9;8
06029;24446;8;9;8
06029;24467;4;5;4
06029;24638;2;2;2
06029;24649;0;0;0
06029;24671;6;6;6
06029;24750;6;6;6
06029;24802;6;6;6
06029;24808;20;21;20
06029;24955;3;3;3
06029;25002;6;6;6
06029;25021;4;4;4
06029;25023;6;6;6
06029;25063;3;3;3
06088;1117;25;27;25
06088;3077;20;21;20
06088;5329;3;3;3
06088;13136;8;9;8
06088;13734;8;9;8
06088;13774;3;3;3
06088;13779;3;3;3
06088;14123;11;12;11
06088;14264;3;3;3
06088;14397;8;9;8
06088;14400;0;0;0
06088;14416;11;12;11
06088;14469;0;0;0
06088;14476;0;0;0
06088;14516;11;12;11
06088;14528;0;0;0
06088;14530;0;0;0
06088;14539;3;3;3
06088;14624;5;5;5
06088;14687;8;9;8
06088;14725;0;0;0
06088;14805;3;3;3
06088;14812;63;110;63
06088;14901;0;0;0
06088;14915;0;0;0
06088;14947;0;0;0
06088;14948;8;9;8
06088;14959;21;23;21
06088;14960;0;0;0
06088;14961;3;3;3
06088;15004;8;9;8
06088;15042;0;0;0
06088;15074;11;12;11
06088;15080;63;110;63
06088;15112;3;3;3
06088;15147;0;0;0
06088;15214;11;12;11
06088;15273;0;0;0
06088;15300;0;0;0
06088;15358;3;3;3
06088;15424;1;1;1
06088;15496;8;9;8
06088;15538;25;27;25
06088;15550;8;9;8
06088;15582;0;0;0
06088;15586;11;12;11
06088;15627;25;27;25
06088;15717;0;0;0
06088;15721;0;0;0
06088;15722;0;0;0
06088;15724;6;6;6
06088;15856;0;0;0
06088;15857;8;9;8
06088;15864;0;0;0
06088;15992;11;12;11
06088;16041;8;9;8
06088;16046;2;2;2
06088;16057;0;0;0
06088;16071;0;0;0
06088;16110;3;3;3
06088;16129;3;3;3
06088;16171;0;0;0
06088;16276;0;0;0
06088;16279;3;3;3
06088;16280;5;5;5
06088;16284;3;3;3
06088;16290;8;9;8
06088;16296;0;0;0
06088;16298;0;0;0
06088;16308;3;3;3
06088;16324;11;12;11
06088;16335;0;0;0
06088;16344;3;3;3
06088;16348;0;0;0
06088;16373;0;0;0
06088;16399;11;12;11
06088;16418;11;12;11
06088;16426;8;9;8
06088;16462;0;0;0
06088;16465;0;0;0
06088;16472;25;27;25
06088;16483;0;0;0
06088;16519;11;12;11
06088;16564;11;12;11
06088;16584;0;0;0
06088;16609;25;27;25
06088;16662;3;3;3
06088;16677;8;9;8
06088;16697;0;0;0
06088;16703;11;12;11
06088;16719;8;9;8
06088;16737;0;0;0
06088;16745;0;0;0
06088;16788;0;0;0
06088;16794;63;110;63
06088;16828;11;12;11
06088;16872;8;9;8
06088;16982;8;9;8
06088;16998;0;0;0
06088;16999;11;12;11
06088;17072;25;27;25
06088;17073;0;0;0
06088;17201;0;0;0
06088;17208;3;3;3
06088;17345;3;3;3
06088;17398;25;27;25
06088;17417;25;27;25
06088;17461;8;9;8
06088;17494;49;55;49
06088;17536;25;27;25
06088;17549;8;9;8
06088;17550;8;9;8
06088;17563;0;0;0
06088;17581;3;3;3
06088;17604;0;0;0
06088;17608;25;27;25
06088;17615;25;27;25
06088;17628;0;0;0
06088;17637;11;12;11
06088;17661;0;0;0
06088;17718;3;3;3
06088;17745;3;3;3
06088;17763;11;12;11
06088;17794;8;9;8
06088;17796;8;9;8
06088;17809;25;27;25
06088;17881;8;9;8
06088;17888;0;0;0
06088;17942;3;3;3
06088;17976;0;0;0
06088;18004;0;0;0
06088;18010;11;12;11
06088;18014;3;3;3
06088;18037;0;0;0
06088;18074;8;9;8
06088;18076;0;0;0
06088;18095;0;0;0
06088;18117;0;0;0
06088;18118;8;9;8
06088;18155;49;55;49
06088;18171;8;9;8
06088;18176;3;3;3
06088;18194;3;3;3
06088;18199;8;9;8
06088;18213;11;11;11
06088;18230;0;0;0
06088;18238;3;3;3
06088;18244;3;3;3
06088;18250;56;63;56
06088;18256;8;9;8
06088;18261;0;0;0
06088;18289;0;0;0
06088;18291;0;0;0
06088;18309;8;9;8
06088;18323;8;9;8
06088;18458;0;0;0
06088;18493;0;0;0
06088;18514;3;3;3
06088;18515;0;0;0
06088;18517;3;3;3
06088;18524;8;9;8
06088;18554;0;0;0
06088;18573;11;12;11
06088;18595;0;0;0
06088;18627;3;3;3
06088;18720;6;6;6
06088;18730;0;0;0
06088;18739;0;0;0
06088;18743;49;55;49
06088;18757;0;0;0
06088;18759;3;3;3
06088;18848;8;9;8
06088;18874;8;9;8
06088;18898;3;3;3
06088;18902;0;0;0
06088;18903;3;3;3
06088;18905;11;12;11
06088;18913;25;27;25
06088;18927;0;0;0
06088;18928;49;55;49
06088;18948;11;12;11
06088;18951;0;0;0
06088;18987;6;6;6
06088;18994;0;0;0
06088;19009;6;6;6
06088;19015;0;0;0
06088;19020;3;3;3
06088;19022;6;6;6
06088;19040;25;27;25
06088;19042;25;27;25
06088;19055;0;0;0
06088;19162;3;3;3
06088;19175;49;55;49
06088;19188;3;3;3
06088;19199;3;3;3
06088;19209;25;27;25
06088;19230;11;12;11
06088;19237;0;0;0
06088;19259;2;2;2
06088;19275;8;9;8
06088;19283;0;0;0
06088;19284;8;9;8
06088;19290;0;0;0
06088;19304;3;3;3
06088;19335;8;9;8
06088;19370;3;3;3
06088;19386;0;0;0
06088;19395;0;0;0
06088;19419;3;3;3
06088;19420;3;3;3
06088;19423;0;0;0
06088;19425;20;21;20
06088;19426;25;27;25
06088;19449;8;9;8
06088;19453;3;3;3
06088;19470;8;9;8
06088;19502;3;3;3
06088;19505;0;0;0
06088;19533;25;27;25
06088;19555;0;0;0
06088;19570;0;0;0
06088;19581;25;27;25
06088;19582;3;3;3
06088;19584;25;27;25
06088;19596;25;27;25
06088;19620;0;0;0
06088;19625;0;0;0
06088;19662;3;3;3
06088;19674;0;0;0
06088;19676;3;3;3
06088;19678;8;9;8
06088;19682;0;0;0
06088;19700;0;0;0
06088;19701;0;0;0
06088;19705;12;13;12
06088;19738;25;27;25
06088;19755;3;3;3
06088;19877;3;3;3
06088;19883;0;0;0
06088;19892;0;0;0
06088;19896;25;27;25
06088;19945;0;0;0
06088;19959;0;0;0
06088;19979;3;3;3
06088;19995;0;0;0
06088;19998;11;12;11
06088;20022;0;0;0
06088;20044;6;6;6
06088;20091;25;27;25
06088;20095;5;5;5
06088;20165;0;0;0
06088;20232;11;12;11
06088;20239;0;0;0
06088;20249;0;0;0
06088;20289;11;12;11
06088;20292;6;6;6
06088;20333;8;9;8
06088;20336;6;6;6
06088;20341;8;9;8
06088;20389;8;9;8
06088;20429;3;3;3
06088;20452;8;9;8
06088;20472;0;0;0
06088;20482;8;9;8
06088;20485;0;0;0
