28089 individus au total dans la vague
196 bacs dans le fichier

Id Bac;Nombre d'individus
14118;3210;8;9;8
14118;3692;1;1;1
14118;3748;3;3;3
14118;3790;28;33;28
14118;3844;28;33;28
14118;3848;28;33;28
14118;3911;28;33;28
14118;3985;0;0;0
14118;4012;8;9;8
14118;4019;8;9;8
14118;4022;3;3;3
14118;4052;10;11;10
14118;4053;0;0;0
14118;4194;8;9;8
14118;4309;10;11;10
14118;4357;0;0;0
14118;4434;8;9;8
14118;4441;3;3;3
14118;4453;8;9;8
14118;4517;10;11;10
14118;4537;3;3;3
14118;4618;0;0;0
14118;4699;3;3;3
14118;4702;10;11;10
14118;4886;53;77;53
14118;4945;8;9;8
14118;4948;8;9;8
14118;4966;8;9;8
14118;5002;0;0;0
14118;5037;21;23;21
14118;5142;0;0;0
14118;5143;0;0;0
14118;5147;0;0;0
14118;5254;8;9;8
14118;5258;0;0;0
14118;5336;5;5;5
14118;5418;3;3;3
14118;5424;10;11;10
14118;5486;0;0;0
14118;5491;28;33;28
14118;5545;10;11;10
14118;5556;3;3;3
14118;5572;8;9;8
14118;5603;0;0;0
14118;5651;8;9;8
14118;5662;3;3;3
14118;5668;8;9;8
14118;5673;4;4;4
14118;5693;10;11;10
14118;5724;28;33;28
14118;5732;28;33;28
14118;5737;49;58;49
14118;5784;4;5;4
14118;5785;0;0;0
14118;5815;8;9;8
14118;5860;59;88;59
14118;5862;3;3;3
14118;5864;16;16;16
14118;5947;0;0;0
14118;5971;10;11;10
14118;5973;8;9;8
14118;5992;10;11;10
14118;5994;0;0;0
14118;6002;8;9;8
14118;6031;8;9;8
14118;6052;28;33;28
14118;6053;21;23;21
14118;6059;4;5;4
14118;6088;0;0;0
14118;6105;0;0;0
14118;6130;0;0;0
14118;6132;3;3;3
14118;6136;8;9;8
14118;6168;3;3;3
14118;6169;28;33;28
14118;6175;8;9;8
14118;6209;4;4;4
14118;6218;0;0;0
14118;6274;8;9;8
14118;6285;8;9;8
14118;6289;8;9;8
14118;6292;3;3;3
14118;6333;0;0;0
14118;6340;28;33;28
14118;6383;0;0;0
14118;6404;8;9;8
14118;6438;3;3;3
14118;6443;3;3;3
14118;6472;3;3;3
14118;6481;4;4;4
14118;6500;0;0;0
14118;6538;28;33;28
14118;6542;4;4;4
14118;6543;8;9;8
14118;6546;3;3;3
14118;6581;10;11;10
14118;6607;0;0;0
14118;6640;8;9;8
14118;6680;3;3;3
14118;6711;10;11;10
14118;6736;3;3;3
14118;6798;8;9;8
14118;6806;3;3;3
14118;6811;8;9;8
14118;6826;3;3;3
14118;6830;0;0;0
14118;6841;8;9;8
14118;6860;0;0;0
14118;6898;8;9;8
14118;6899;8;9;8
14118;6952;0;0;0
14118;6968;0;0;0
14118;7009;0;0;0
14118;7013;28;33;28
14118;7018;0;0;0
14118;7048;0;0;0
14118;7077;3;3;3
14118;7124;8;9;8
14118;7144;21;23;21
14118;7209;10;11;10
14118;7212;10;11;10
14118;7231;3;3;3
14118;7241;10;11;10
14118;7286;0;0;0
14118;7295;0;0;0
14118;7303;0;0;0
14118;7413;0;0;0
14118;7465;8;9;8
14118;7481;0;0;0
14118;7483;0;0;0
14118;7487;3;3;3
14118;7502;0;0;0
14118;7519;28;33;28
14118;7523;3;3;3
14118;7682;0;0;0
14118;7804;0;0;0
14118;7809;0;0;0
14118;7812;21;23;21
14118;7838;0;0;0
14118;7859;8;9;8
14118;7902;5;5;5
14118;7929;8;9;8
14118;7946;28;33;28
14118;7970;0;0;0
14118;8024;16;16;16
14118;8035;4;5;4
14118;8056;8;9;8
14118;8063;8;9;8
14118;8097;8;9;8
14118;8252;8;9;8
14118;8260;8;9;8
14118;8291;10;11;10
14118;8329;10;11;10
14118;8360;3;3;3
14118;8366;8;9;8
14118;8369;28;33;28
14118;8411;8;9;8
14118;8451;8;9;8
14118;8478;49;58;49
14118;8573;0;0;0
14118;8617;8;9;8
14118;8624;3;3;3
14118;8649;21;23;21
14118;8651;28;33;28
14118;8654;8;9;8
14118;8675;0;0;0
14118;8719;16;16;16
14118;8755;0;0;0
14118;8794;3;3;3
14118;8879;3;3;3
14118;8886;49;58;49
14118;8931;10;11;10
14118;8934;5;5;5
14118;8997;3;3;3
14118;8999;0;0;0
14118;9000;3;3;3
14118;9002;28;33;28
14118;9005;2;2;2
14118;9053;3;3;3
14118;9075;3;3;3
14118;9092;0;0;0
14118;9135;8;9;8
14118;9137;0;0;0
14118;9233;5;5;5
14118;9281;8;9;8
14118;9320;0;0;0
14118;9348;3;3;3
14118;9453;21;23;21
14118;9487;21;23;21
14118;9531;53;77;53
14118;9556;0;0;0
14118;9561;3;3;3
14118;9596;0;0;0
14118;9597;8;9;8
14118;9599;0;0;0
14118;9627;3;3;3
14118;9736;8;9;8
14118;9787;8;9;8
14118;9796;0;0;0
14118;9866;53;77;53
14118;9889;16;16;16
14118;9893;0;0;0
14118;10127;0;0;0
14118;10129;8;9;8
14118;10131;0;0;0
14118;10132;16;16;16
14118;10144;8;9;8
14118;10161;10;11;10
14118;10244;8;9;8
14118;10265;0;0;0
14118;10271;3;3;3
14118;10293;8;9;8
14118;10294;28;33;28
14118;10323;3;3;3
14118;10361;28;33;28
14118;11377;1;1;1
14118;21634;5;5;5
14118;21679;8;9;8
14118;22084;0;0;0
14118;22132;3;3;3
14118;22215;8;9;8
14118;22252;5;5;5
14118;22478;8;9;8
14118;22505;10;11;10
14118;22518;0;0;0
14118;22532;3;3;3
14118;22549;3;3;3
14118;22552;0;0;0
14118;22584;8;9;8
14118;22599;8;9;8
14118;22600;3;3;3
14118;22606;0;0;0
14118;22631;0;0;0
14118;22653;8;9;8
14118;22696;3;3;3
14118;22723;8;9;8
14118;22783;3;3;3
14118;22964;3;3;3
14118;23017;0;0;0
14118;23034;3;3;3
14118;23091;10;11;10
14118;23177;3;3;3
14118;23178;10;11;10
14118;23289;28;33;28
14118;23290;0;0;0
14118;25816;10;11;10
14118;28082;5;5;5
14366;4086;14;15;14
14366;4332;0;0;0
14366;5176;0;0;0
14366;5208;5;6;5
14366;5754;14;15;14
14366;5906;0;0;0
14366;5957;5;6;5
14366;6465;0;0;0
14366;6778;2;2;2
14366;8003;2;2;2
14366;8409;14;15;14
14366;8453;14;15;14
14366;9307;14;15;14
14366;9349;4;5;4
14366;9489;0;0;0
14366;9683;5;6;5
14366;9987;0;0;0
14366;10092;0;0;0
14366;10133;0;0;0
14366;22205;0;0;0
14366;22529;5;6;5
14715;1172;14;15;14
14715;1738;2;2;2
14715;2028;5;6;5
14715;2389;14;15;14
14715;3063;5;6;5
14715;3877;0;0;0
14715;4861;14;15;14
14715;5038;14;15;14
14715;5275;0;0;0
14715;5330;0;0;0
14715;5443;5;6;5
14715;5733;54;54;54
14715;5988;2;2;2
14715;6380;5;6;5
14715;6417;19;21;19
14715;6761;0;0;0
14715;6977;14;15;14
14715;7264;0;0;0
14715;8158;0;0;0
14715;8531;14;15;14
14715;10015;5;5;5
14715;22628;5;6;5
14715;22729;4;4;4
14715;24415;2;2;2
15014;6979;19;21;19
15014;14340;0;0;0
15014;14393;0;0;0
15014;16778;5;6;5
15014;17525;5;6;5
15014;17725;0;0;0
15014;17759;0;0;0
15014;17961;0;0;0
15014;18154;2;2;2
15014;19032;0;0;0
15014;21493;14;15;14
15014;21514;2;2;2
15014;21521;0;0;0
15014;24157;5;6;5
15014;24522;5;6;5
15014;25011;2;2;2
15014;25089;0;0;0
15014;25646;5;6;5
16015;7371;3;3;3
16015;19914;0;0;0
16015;19968;0;0;0
16015;19971;3;3;3
16015;19974;3;3;3
16015;20055;0;0;0
16015;20057;0;0;0
16015;20346;2;2;2
16015;20634;3;3;3
16015;20893;8;9;8
16015;21288;0;0;0
16015;21291;5;5;5
16015;21527;8;9;8
16015;21716;10;11;10
16015;21886;3;3;3
16015;21887;0;0;0
16015;22840;0;0;0
16015;22944;6;6;6
16015;24848;8;9;8
16015;24870;28;33;28
16015;24879;3;3;3
16015;25105;2;2;2
16015;25108;5;6;5
16015;25172;4;5;4
16015;25303;3;3;3
16015;25319;0;0;0
16015;25348;8;9;8
16015;25352;5;6;5
16015;25359;0;0;0
16015;25417;8;9;8
16015;25428;0;0;0
16015;25432;3;3;3
16015;25455;0;0;0
16015;25475;0;0;0
16015;25522;0;0;0
16015;25531;10;11;10
16015;25534;0;0;0
16015;25538;3;3;3
16015;25540;8;9;8
16015;25574;5;5;5
16015;25711;0;0;0
16015;25730;3;3;3
16015;25758;4;4;4
16015;25760;0;0;0
16015;25769;0;0;0
16015;25786;0;0;0
16015;25820;4;4;4
16015;25846;0;0;0
16015;25864;0;0;0
16015;25946;0;0;0
16015;26105;8;9;8
16015;26236;0;0;0
16015;26237;0;0;0
16015;26389;8;9;8
16015;26392;5;6;5
16015;26408;3;3;3
16015;26411;0;0;0
16015;26413;0;0;0
16015;26414;10;11;10
16015;26418;0;0;0
16015;26449;8;9;8
16015;26486;0;0;0
16015;26494;10;11;10
16015;26496;28;33;28
16015;26500;3;3;3
16015;26530;8;9;8
16015;26544;0;0;0
16015;26554;10;11;10
16015;26562;0;0;0
16015;26567;3;3;3
16015;26573;0;0;0
16015;26652;0;0;0
16015;26731;0;0;0
16015;26734;0;0;0
16015;26754;0;0;0
16015;26797;3;3;3
16015;26830;0;0;0
16015;26869;0;0;0
16015;26872;0;0;0
16015;26897;0;0;0
16015;26906;3;3;3
16015;26909;0;0;0
16015;26955;0;0;0
16015;26964;8;9;8
16015;26985;0;0;0
16015;27106;8;9;8
16015;27107;10;11;10
16015;27111;0;0;0
16015;27171;3;3;3
16015;27172;3;3;3
16015;27179;0;0;0
16015;27184;8;9;8
16015;27197;10;11;10
16015;27233;0;0;0
16015;27236;14;15;14
16015;27240;0;0;0
16015;27257;3;3;3
16015;27300;3;3;3
16015;27306;21;23;21
16015;27358;10;11;10
16015;27387;2;2;2
16015;27422;16;16;16
16015;27459;21;23;21
16015;27468;6;6;6
16015;27479;0;0;0
16015;27483;0;0;0
16015;27518;0;0;0
16015;27523;0;0;0
16015;27551;3;3;3
16015;27603;0;0;0
16015;27619;2;2;2
16015;27629;0;0;0
16015;27631;0;0;0
16015;27633;0;0;0
16015;27668;0;0;0
16015;27681;2;2;2
16015;27757;0;0;0
16015;27758;8;9;8
16015;27771;0;0;0
16015;27786;5;6;5
16015;27805;3;3;3
16015;27836;0;0;0
16015;27843;10;11;10
16015;27854;3;3;3
16015;27858;3;3;3
16015;27883;8;9;8
16015;27949;0;0;0
16015;27976;3;3;3
16015;27977;0;0;0
16015;27980;53;77;53
17300;245;3;3;3
17300;1365;8;9;8
17300;2230;8;9;8
17300;2831;8;9;8
17300;4574;8;9;8
17300;7340;8;9;8
17300;10841;8;9;8
17300;18444;28;33;28
17300;19732;0;0;0
17300;19768;4;5;4
17300;19769;8;9;8
17300;20009;0;0;0
17300;20261;28;33;28
17300;20304;4;5;4
17300;20467;53;77;53
17300;20505;0;0;0
17300;20558;8;9;8
17300;21531;9;10;9
17300;21915;1;1;1
17300;22276;4;5;4
17300;22371;0;0;0
17300;22393;28;33;28
17300;22767;3;3;3
17300;22855;8;9;8
17300;22857;0;0;0
17300;22888;9;10;9
17300;22899;10;11;10
17300;22993;3;3;3
17300;23056;3;3;3
17300;23057;28;33;28
17300;23136;0;0;0
17300;23389;10;11;10
17300;23696;8;9;8
17300;24149;0;0;0
17300;24248;9;10;9
17300;24298;0;0;0
17300;24668;10;11;10
17300;24912;9;10;9
17300;24987;8;9;8
17300;25215;4;5;4
17300;25216;11;11;11
17300;25241;8;9;8
17300;25256;4;5;4
17300;25307;0;0;0
17300;25422;8;9;8
17300;25446;8;9;8
17300;25487;4;5;4
17300;25492;3;3;3
17300;25499;4;5;4
17300;25500;0;0;0
17300;25525;0;0;0
17300;25547;5;6;5
17300;25568;1;1;1
17300;25620;0;0;0
17300;25680;2;2;2
17300;25692;6;6;6
17300;25787;8;9;8
17300;25796;0;0;0
17300;25869;28;33;28
17300;25881;0;0;0
17300;25978;10;11;10
17300;26002;4;5;4
17300;26089;8;9;8
17300;26110;5;6;5
17300;26122;8;9;8
17300;26183;0;0;0
17300;26276;3;3;3
17300;26306;3;3;3
17300;26319;8;9;8
17300;26320;0;0;0
17300;26353;0;0;0
17300;26434;8;9;8
17300;26471;8;9;8
17300;26536;53;77;53
17300;26597;8;9;8
17300;26619;0;0;0
17300;26638;3;3;3
17300;26662;8;9;8
17300;26663;8;9;8
17300;26685;0;0;0
17300;26699;0;0;0
17300;26717;0;0;0
17300;26733;8;9;8
17300;26738;10;11;10
17300;26752;0;0;0
17300;26801;16;16;16
17300;26823;21;23;21
17300;26883;49;58;49
17300;26935;4;5;4
17300;27066;3;3;3
17300;27071;0;0;0
17300;27091;8;9;8
17300;27113;10;11;10
17300;27152;10;11;10
17300;27160;5;5;5
17300;27183;28;33;28
17300;27231;0;0;0
17300;27242;19;21;19
17300;27361;16;16;16
17300;27384;28;33;28
17300;27388;0;0;0
17300;27411;28;33;28
17300;27429;0;0;0
17300;27453;3;3;3
17300;27463;8;9;8
17300;27469;53;77;53
17300;27498;10;11;10
17300;27521;3;3;3
17300;27526;28;33;28
17300;27528;28;33;28
17300;27531;10;11;10
17300;27682;0;0;0
17300;27697;8;9;8
17300;27710;0;0;0
17300;27714;3;3;3
17300;27769;10;11;10
17300;27801;53;77;53
17300;27834;4;4;4
17300;27907;0;0;0
17300;27931;8;9;8
17300;27952;0;0;0
17300;27954;8;9;8
17300;27983;10;11;10
17300;27984;21;23;21
17300;27985;28;33;28
17300;28015;0;0;0
17300;28017;0;0;0
17300;28032;14;15;14
17300;28054;0;0;0
17300;28064;3;3;3
17415;1103;5;6;5
17415;3152;2;2;2
17415;4292;2;2;2
17415;6307;2;2;2
17415;10228;5;5;5
17415;15788;5;6;5
17415;19654;9;10;9
17415;19694;0;0;0
17415;20063;0;0;0
17415;21629;14;15;14
17415;22545;2;2;2
17415;22874;14;15;14
17415;24266;5;6;5
17415;24273;2;2;2
17415;24951;0;0;0
17415;25038;14;15;14
17415;25272;0;0;0
17415;25313;0;0;0
17415;25332;5;5;5
17415;25365;5;6;5
17415;25410;4;4;4
17415;25423;2;2;2
17415;25503;0;0;0
17415;25676;0;0;0
17415;25691;0;0;0
17415;25712;19;21;19
17415;25785;0;0;0
17415;25827;5;6;5
17415;25902;2;2;2
17415;25958;5;6;5
17415;25997;0;0;0
17415;26038;19;21;19
17415;26064;5;6;5
17415;26158;5;6;5
17415;26187;5;6;5
17415;26322;5;6;5
17415;26596;2;2;2
17415;26615;4;5;4
17415;26672;0;0;0
17415;26679;14;15;14
17415;26902;2;2;2
17415;27000;4;5;4
17415;27072;0;0;0
17415;27238;0;0;0
17415;27296;2;2;2
17415;27303;4;5;4
17415;27353;14;15;14
17415;27386;14;15;14
17415;27447;0;0;0
17415;27461;5;6;5
17415;27520;0;0;0
17415;27651;5;5;5
17415;27656;14;15;14
17415;27729;2;2;2
17415;27803;0;0;0
17415;27804;14;15;14
17415;27924;4;5;4
17415;28041;2;2;2
17415;28077;0;0;0
18033;3737;2;2;2
18033;3867;12;13;12
18033;3943;12;13;12
18033;3946;0;0;0
18033;3950;6;6;6
18033;4055;12;13;12
18033;4084;6;6;6
18033;4305;0;0;0
18033;4375;6;6;6
18033;4377;0;0;0
18033;4544;6;6;6
18033;4546;2;2;2
18033;4547;0;0;0
18033;4578;6;6;6
18033;4694;0;0;0
18033;4703;5;5;5
18033;4884;3;3;3
18033;5107;20;21;20
18033;5256;6;6;6
18033;5334;0;0;0
18033;5425;3;3;3
18033;5432;0;0;0
18033;5437;6;6;6
18033;5589;6;6;6
18033;5598;0;0;0
18033;5746;3;3;3
18033;5787;0;0;0
18033;5827;2;2;2
18033;5845;12;13;12
18033;5886;6;6;6
18033;5888;2;2;2
18033;5944;0;0;0
18033;6007;0;0;0
18033;6013;68;80;68
18033;6051;0;0;0
18033;6351;68;80;68
18033;6394;0;0;0
18033;6418;6;6;6
18033;6521;12;13;12
18033;6536;0;0;0
18033;6682;6;6;6
18033;6699;6;6;6
18033;6823;6;6;6
18033;6867;12;13;12
18033;6888;12;13;12
18033;6950;6;6;6
18033;6953;12;13;12
18033;6989;0;0;0
18033;6990;20;21;20
18033;7030;2;2;2
18033;7059;0;0;0
18033;7076;0;0;0
18033;7097;0;0;0
18033;7308;6;6;6
18033;7332;3;3;3
18033;7337;0;0;0
18033;7354;3;3;3
18033;7397;0;0;0
18033;7469;56;63;56
18033;7476;5;5;5
18033;7549;0;0;0
18033;7553;2;2;2
18033;7597;6;6;6
18033;7598;6;6;6
18033;7614;12;13;12
18033;7644;6;6;6
18033;7658;0;0;0
18033;7666;2;2;2
18033;7730;0;0;0
18033;7800;0;0;0
18033;7889;0;0;0
18033;7903;20;21;20
18033;7935;0;0;0
18033;7936;6;6;6
18033;7972;2;2;2
18033;7990;68;80;68
18033;8017;6;6;6
18033;8041;0;0;0
18033;8045;9;10;9
18033;8077;0;0;0
18033;8116;0;0;0
18033;8191;20;21;20
18033;8240;12;13;12
18033;8294;6;6;6
18033;8476;0;0;0
18033;8537;0;0;0
18033;8600;0;0;0
18033;8655;6;6;6
18033;8665;56;63;56
18033;8743;0;0;0
18033;8873;12;13;12
18033;8963;12;13;12
18033;9011;0;0;0
18033;9099;12;13;12
18033;9164;12;13;12
18033;9231;12;13;12
18033;9321;6;6;6
18033;9324;6;6;6
18033;9352;12;13;12
18033;9639;12;13;12
18033;9855;6;6;6
18033;10053;0;0;0
18033;10381;0;0;0
18033;15046;2;2;2
18033;22064;6;6;6
18033;22071;6;6;6
18033;22487;2;2;2
18033;22551;6;6;6
18033;22556;6;6;6
18033;22571;0;0;0
18033;22647;6;6;6
18033;22763;5;5;5
18033;22782;6;6;6
18033;22973;0;0;0
18033;23032;12;13;12
18033;23211;6;6;6
18033;23338;0;0;0
18279;3872;0;0;0
18279;3891;61;67;61
18279;4452;2;2;2
18279;4497;5;6;5
18279;5552;14;15;14
18279;5743;0;0;0
18279;5885;14;15;14
18279;5987;5;6;5
18279;5995;0;0;0
18279;6096;2;2;2
18279;6211;2;2;2
18279;6230;5;6;5
18279;6708;5;6;5
18279;7575;2;2;2
18279;7593;14;15;14
18279;7599;2;2;2
18279;7773;0;0;0
18279;7824;1;1;1
18279;7877;2;2;2
18279;8623;14;15;14
18279;8880;14;15;14
18279;10364;2;2;2
18279;16183;5;6;5
18279;22472;14;15;14
18279;22504;5;6;5
18279;22630;5;6;5
19031;2089;6;6;6
19031;8726;6;6;6
19031;19818;3;3;3
19031;19870;12;13;12
19031;19915;12;13;12
19031;20005;6;6;6
19031;20053;6;6;6
19031;20064;0;0;0
19031;20134;2;2;2
19031;20552;20;21;20
19031;20714;2;2;2
19031;20781;12;13;12
19031;20787;0;0;0
19031;20887;2;2;2
19031;21442;0;0;0
19031;21443;12;13;12
19031;21714;12;13;12
19031;21981;3;3;3
19031;22323;6;6;6
19031;22366;0;0;0
19031;22817;0;0;0
19031;22876;2;2;2
19031;22884;12;13;12
19031;22898;6;6;6
19031;22906;0;0;0
19031;22916;2;2;2
19031;22942;0;0;0
19031;23127;12;13;12
19031;23142;2;2;2
19031;23425;0;0;0
19031;23819;3;3;3
19031;23891;0;0;0
19031;23894;20;21;20
19031;24000;56;63;56
19031;24089;0;0;0
19031;24151;6;6;6
19031;24154;0;0;0
19031;24345;0;0;0
19031;24356;0;0;0
19031;24358;6;6;6
19031;24763;6;6;6
19031;24838;2;2;2
19031;24849;0;0;0
19031;24850;6;6;6
19031;24857;0;0;0
19031;24858;6;6;6
19031;24918;2;2;2
19031;24962;3;3;3
19031;25009;12;13;12
19031;25050;20;21;20
19031;25073;6;6;6
19031;25146;6;6;6
19031;25206;3;3;3
19031;25213;2;2;2
19031;25220;3;3;3
19031;25222;20;21;20
19031;25229;5;5;5
19031;25254;3;3;3
19031;25257;6;6;6
19031;25267;2;2;2
19031;25310;0;0;0
19031;25454;20;21;20
19031;25471;6;6;6
19031;25649;6;6;6
19031;25725;6;6;6
19031;25791;0;0;0
19031;25807;0;0;0
19031;25922;0;0;0
19031;25952;12;13;12
19031;26027;56;63;56
19031;26029;1;1;1
19031;26085;0;0;0
19031;26202;0;0;0
19031;26219;0;0;0
19031;26224;3;3;3
19031;26293;0;0;0
19031;26429;16;16;16
19031;26430;20;21;20
19031;26485;0;0;0
19031;26502;0;0;0
19031;26606;0;0;0
19031;26628;6;6;6
19031;26671;0;0;0
19031;26703;3;3;3
19031;26704;6;6;6
19031;26746;20;21;20
19031;26773;12;13;12
19031;26843;6;6;6
19031;26844;6;6;6
19031;26901;0;0;0
19031;26950;6;6;6
19031;26982;68;80;68
19031;27050;0;0;0
19031;27059;0;0;0
19031;27092;0;0;0
19031;27104;2;2;2
19031;27145;0;0;0
19031;27176;0;0;0
19031;27192;2;2;2
19031;27248;0;0;0
19031;27264;0;0;0
19031;27280;0;0;0
19031;27286;6;6;6
19031;27400;0;0;0
19031;27426;0;0;0
19031;27432;12;13;12
19031;27507;0;0;0
19031;27540;6;6;6
19031;27542;0;0;0
19031;27562;20;21;20
19031;27596;2;2;2
19031;27622;6;6;6
19031;27663;6;6;6
19031;27669;6;6;6
19031;27694;0;0;0
19031;27751;20;21;20
19031;27753;6;6;6
19031;27759;0;0;0
19031;27800;6;6;6
19031;27892;6;6;6
19031;27974;6;6;6
19031;27990;0;0;0
19031;27996;4;5;4
19031;28013;6;6;6
19272;14175;2;2;2
19272;21486;0;0;0
19272;21642;2;2;2
19272;21896;0;0;0
19272;22342;5;6;5
19272;23060;0;0;0
19272;24145;0;0;0
19272;24754;6;6;6
19272;24819;9;10;9
19272;24856;0;0;0
19272;24859;0;0;0
19272;25053;0;0;0
19272;25125;0;0;0
19272;25484;2;2;2
19272;25612;0;0;0
19272;26275;5;6;5
19272;26588;21;23;21
19272;26695;2;2;2
19272;26756;2;2;2
19272;26917;2;2;2
19272;27051;2;2;2
19272;27122;0;0;0
19272;27333;0;0;0
19272;27367;14;15;14
19272;27381;5;6;5
19272;27617;19;21;19
19272;27626;0;0;0
19272;27844;19;21;19
21054;8391;2;2;2
21054;10259;2;2;2
21054;10554;6;6;6
21054;10622;0;0;0
21054;10795;0;0;0
21054;10810;2;2;2
21054;10882;5;6;5
21054;10992;19;21;19
21054;11082;2;2;2
21054;11276;2;2;2
21054;11745;5;6;5
21054;11909;0;0;0
21054;12155;5;6;5
21054;13048;0;0;0
21054;13158;5;6;5
21054;13224;19;21;19
21054;13394;6;6;6
21054;13492;0;0;0
21054;14356;2;2;2
21054;14639;14;15;14
21054;14740;5;6;5
21054;15662;61;67;61
21054;15802;5;6;5
21054;15968;2;2;2
21054;16227;2;2;2
21054;16228;2;2;2
21054;23208;19;21;19
21054;23455;5;6;5
21054;24321;2;2;2
21231;2871;3;3;3
21231;3324;25;27;25
21231;8106;8;9;8
21231;8177;3;3;3
21231;8301;0;0;0
21231;8394;25;27;25
21231;8430;8;9;8
21231;8631;8;9;8
21231;8781;4;5;4
21231;9023;8;9;8
21231;9032;25;27;25
21231;9296;3;3;3
21231;9337;3;3;3
21231;9344;8;9;8
21231;9434;0;0;0
21231;9664;25;27;25
21231;9808;8;9;8
21231;9903;3;3;3
21231;10010;25;27;25
21231;10035;11;12;11
21231;10283;11;12;11
21231;10413;8;9;8
21231;10468;25;27;25
21231;10565;0;0;0
21231;10579;0;0;0
21231;10665;8;9;8
21231;10711;8;9;8
21231;10722;11;12;11
21231;10776;11;12;11
21231;10888;2;2;2
21231;10971;48;48;48
21231;11037;4;5;4
21231;11049;6;6;6
21231;11099;0;0;0
21231;11260;8;9;8
21231;11438;8;9;8
21231;11443;11;12;11
21231;11446;3;3;3
21231;11560;4;4;4
21231;11581;49;55;49
21231;11588;3;3;3
21231;11623;11;12;11
21231;11644;3;3;3
21231;11652;8;9;8
21231;11720;11;12;11
21231;11731;11;12;11
21231;11759;0;0;0
21231;11767;3;3;3
21231;11803;0;0;0
21231;11855;3;3;3
21231;11921;0;0;0
21231;12010;3;3;3
21231;12123;0;0;0
21231;12150;0;0;0
21231;12162;0;0;0
21231;12164;11;12;11
21231;12176;0;0;0
21231;12177;8;9;8
21231;12180;0;0;0
21231;12235;25;27;25
21231;12250;0;0;0
21231;12260;21;23;21
21231;12376;11;12;11
21231;12455;0;0;0
21231;12457;11;12;11
21231;12606;25;27;25
21231;12626;8;9;8
21231;12638;8;9;8
21231;12661;25;27;25
21231;12663;8;9;8
21231;12728;0;0;0
21231;12757;3;3;3
21231;12802;8;9;8
21231;12809;3;3;3
21231;12907;0;0;0
21231;12926;49;55;49
21231;12928;3;3;3
21231;13009;0;0;0
21231;13018;11;12;11
21231;13021;11;12;11
21231;13027;8;9;8
21231;13047;8;9;8
21231;13340;8;9;8
21231;13346;0;0;0
21231;13380;0;0;0
21231;13385;25;27;25
21231;13455;0;0;0
21231;13500;3;3;3
21231;13545;25;27;25
21231;13632;3;3;3
21231;13651;0;0;0
21231;13719;0;0;0
21231;13755;0;0;0
21231;13802;11;12;11
21231;13852;25;27;25
21231;14002;8;9;8
21231;14047;0;0;0
21231;14192;25;27;25
21231;14292;0;0;0
21231;14406;8;9;8
21231;14452;6;6;6
21231;14453;9;10;9
21231;14480;0;0;0
21231;14668;1;1;1
21231;14791;25;27;25
21231;14820;8;9;8
21231;14821;4;4;4
21231;14974;8;9;8
21231;15161;8;9;8
21231;15239;0;0;0
21231;15283;0;0;0
21231;15394;25;27;25
21231;15480;0;0;0
21231;15530;3;3;3
21231;15699;8;9;8
21231;15729;8;9;8
21231;15731;0;0;0
21231;15764;8;9;8
21231;15771;3;3;3
21231;15806;3;3;3
21231;15888;0;0;0
21231;15998;8;9;8
21231;16053;11;12;11
21231;16062;11;12;11
21231;16147;3;3;3
21231;16148;0;0;0
21231;17892;3;3;3
21231;20395;25;27;25
21231;23081;3;3;3
21231;23315;11;12;11
21231;23409;3;3;3
21231;23479;6;6;6
21231;23539;11;12;11
21231;23581;3;3;3
21231;23666;0;0;0
21231;23722;8;9;8
21231;23733;8;9;8
21231;23743;0;0;0
21231;23833;0;0;0
21231;24067;1;1;1
21231;24091;8;9;8
21231;24275;3;3;3
21231;24685;3;3;3
21231;27421;8;9;8
22070;4771;2;2;2
22070;4772;11;11;11
22070;5218;5;6;5
22070;5597;0;0;0
22070;5755;6;6;6
22070;5772;0;0;0
22070;5807;0;0;0
22070;6073;0;0;0
22070;6087;19;21;19
22070;6297;0;0;0
22070;6353;0;0;0
22070;6535;6;6;6
22070;6702;5;6;5
22070;7942;19;21;19
22070;7968;0;0;0
22070;8004;0;0;0
22070;8167;2;2;2
22070;8200;2;2;2
22070;8721;0;0;0
22070;9187;2;2;2
22070;9742;0;0;0
22070;22120;67;109;67
22070;22926;2;2;2
22113;294;5;6;5
22113;3719;5;6;5
22113;4054;0;0;0
22113;4525;5;6;5
22113;4918;14;15;14
22113;5087;14;15;14
22113;5226;0;0;0
22113;5252;19;21;19
22113;5494;0;0;0
22113;5700;0;0;0
22113;5907;0;0;0
22113;6008;16;16;16
22113;6110;0;0;0
22113;6161;0;0;0
22113;6202;2;2;2
22113;6229;5;5;5
22113;6260;61;67;61
22113;6575;16;16;16
22113;6608;61;67;61
22113;7567;6;6;6
22113;7579;0;0;0
22113;7659;0;0;0
22113;7715;19;21;19
22113;7920;0;0;0
22113;7998;2;2;2
22113;8138;54;54;54
22113;8203;0;0;0
22113;8283;0;0;0
22113;8887;2;2;2
22113;9182;37;37;37
22113;9227;5;5;5
22113;9631;0;0;0
22113;9786;2;2;2
22113;9921;2;2;2
22113;9925;5;5;5
22113;10344;0;0;0
22113;10360;0;0;0
22113;11536;2;2;2
22113;20087;14;15;14
22113;22223;14;15;14
22113;22541;5;6;5
22113;22774;2;2;2
22113;22801;5;6;5
