C54001|   2136.89|   2136.89|   2136.89|   2136.89|   3039.13|   3039.13|   3039.13|   3039.13|   2374.32|   2374.32|   2374.32|   2374.32|   2730.47|   2730.47|   2730.47|   2730.47|   2730.47|   2611.75|   2611.75|   2611.75|   2611.75|   2611.75|   2611.75|   2611.75|   2611.75|   1424.59|   1424.59|   1424.59|   1424.59|   1424.59|   1424.59|   1424.59|   1424.59|   1424.59|   1733.26|   1733.26|   1733.26|   1733.26|   1733.26|   2659.24|   2659.24|   2659.24|   2659.24|   2659.24|   2659.24|   2659.24|   2659.24|   3300.31|   3300.31|   3300.31|   3300.31|   3300.31|   3300.31|
C01111|    112.08|    112.08|    112.08|    112.08|    159.41|    159.41|    159.41|    159.41|    124.54|    124.54|    124.54|    124.54|    143.22|    143.22|    143.22|    143.22|    143.22|    136.99|    136.99|    136.99|    136.99|    136.99|    136.99|    136.99|    136.99|     74.72|     74.72|     74.72|     74.72|     74.72|     74.72|     74.72|     74.72|     74.72|     90.91|     90.91|     90.91|     90.91|     90.91|    139.48|    139.48|    139.48|    139.48|    139.48|    139.48|    139.48|    139.48|    173.11|    173.11|    173.11|    173.11|    173.11|    173.11|
C01258|    198.93|    198.93|    198.93|    198.93|    282.92|    282.92|    282.92|    282.92|    221.03|    221.03|    221.03|    221.03|    254.18|    254.18|    254.18|    254.18|    254.18|    243.13|    243.13|    243.13|    243.13|    243.13|    243.13|    243.13|    243.13|    132.62|    132.62|    132.62|    132.62|    132.62|    132.62|    132.62|    132.62|    132.62|    161.35|    161.35|    161.35|    161.35|    161.35|    247.55|    247.55|    247.55|    247.55|    247.55|    247.55|    247.55|    247.55|    307.23|    307.23|    307.23|    307.23|    307.23|    307.23|
C01101|    209.13|    209.13|    209.13|    209.13|    297.43|    297.43|    297.43|    297.43|    232.37|    232.37|    232.37|    232.37|    267.22|    267.22|    267.22|    267.22|    267.22|    255.60|    255.60|    255.60|    255.60|    255.60|    255.60|    255.60|    255.60|    139.42|    139.42|    139.42|    139.42|    139.42|    139.42|    139.42|    139.42|    139.42|    169.63|    169.63|    169.63|    169.63|    169.63|    260.25|    260.25|    260.25|    260.25|    260.25|    260.25|    260.25|    260.25|    322.99|    322.99|    322.99|    322.99|    322.99|    322.99|
C01150|    246.89|    246.89|    246.89|    246.89|    351.14|    351.14|    351.14|    351.14|    274.33|    274.33|    274.33|    274.33|    315.47|    315.47|    315.47|    315.47|    315.47|    301.76|    301.76|    301.76|    301.76|    301.76|    301.76|    301.76|    301.76|    164.60|    164.60|    164.60|    164.60|    164.60|    164.60|    164.60|    164.60|    164.60|    200.26|    200.26|    200.26|    200.26|    200.26|    307.24|    307.24|    307.24|    307.24|    307.24|    307.24|    307.24|    307.24|    381.31|    381.31|    381.31|    381.31|    381.31|    381.31|
C02450|    196.23|    196.23|    196.23|    196.23|    279.09|    279.09|    279.09|    279.09|    218.04|    218.04|    218.04|    218.04|    250.74|    250.74|    250.74|    250.74|    250.74|    239.84|    239.84|    239.84|    239.84|    239.84|    239.84|    239.84|    239.84|    130.82|    130.82|    130.82|    130.82|    130.82|    130.82|    130.82|    130.82|    130.82|    159.17|    159.17|    159.17|    159.17|    159.17|    244.20|    244.20|    244.20|    244.20|    244.20|    244.20|    244.20|    244.20|    303.07|    303.07|    303.07|    303.07|    303.07|    303.07|
C02736|    271.10|    271.10|    271.10|    271.10|    385.56|    385.56|    385.56|    385.56|    301.22|    301.22|    301.22|    301.22|    346.40|    346.40|    346.40|    346.40|    346.40|    331.34|    331.34|    331.34|    331.34|    331.34|    331.34|    331.34|    331.34|    180.73|    180.73|    180.73|    180.73|    180.73|    180.73|    180.73|    180.73|    180.73|    219.89|    219.89|    219.89|    219.89|    219.89|    337.36|    337.36|    337.36|    337.36|    337.36|    337.36|    337.36|    337.36|    418.69|    418.69|    418.69|    418.69|    418.69|    418.69|
C03381|    155.35|    155.35|    155.35|    155.35|    220.94|    220.94|    220.94|    220.94|    172.61|    172.61|    172.61|    172.61|    198.50|    198.50|    198.50|    198.50|    198.50|    189.87|    189.87|    189.87|    189.87|    189.87|    189.87|    189.87|    189.87|    103.56|    103.56|    103.56|    103.56|    103.56|    103.56|    103.56|    103.56|    103.56|    126.00|    126.00|    126.00|    126.00|    126.00|    193.32|    193.32|    193.32|    193.32|    193.32|    193.32|    193.32|    193.32|    239.92|    239.92|    239.92|    239.92|    239.92|    239.92|
C03300|    241.01|    241.01|    241.01|    241.01|    342.76|    342.76|    342.76|    342.76|    267.79|    267.79|    267.79|    267.79|    307.95|    307.95|    307.95|    307.95|    307.95|    294.56|    294.56|    294.56|    294.56|    294.56|    294.56|    294.56|    294.56|    160.67|    160.67|    160.67|    160.67|    160.67|    160.67|    160.67|    160.67|    160.67|    195.48|    195.48|    195.48|    195.48|    195.48|    299.92|    299.92|    299.92|    299.92|    299.92|    299.92|    299.92|    299.92|    372.22|    372.22|    372.22|    372.22|    372.22|    372.22|
C04200|    168.49|    168.49|    168.49|    168.49|    239.63|    239.63|    239.63|    239.63|    187.21|    187.21|    187.21|    187.21|    215.29|    215.29|    215.29|    215.29|    215.29|    205.93|    205.93|    205.93|    205.93|    205.93|    205.93|    205.93|    205.93|    112.32|    112.32|    112.32|    112.32|    112.32|    112.32|    112.32|    112.32|    112.32|    136.66|    136.66|    136.66|    136.66|    136.66|    209.67|    209.67|    209.67|    209.67|    209.67|    209.67|    209.67|    209.67|    260.22|    260.22|    260.22|    260.22|    260.22|    260.22|
C06030|    107.77|    107.77|    107.77|    107.77|    153.27|    153.27|    153.27|    153.27|    119.74|    119.74|    119.74|    119.74|    137.70|    137.70|    137.70|    137.70|    137.70|    131.72|    131.72|    131.72|    131.72|    131.72|    131.72|    131.72|    131.72|     71.85|     71.85|     71.85|     71.85|     71.85|     71.85|     71.85|     71.85|     71.85|     87.41|     87.41|     87.41|     87.41|     87.41|    134.11|    134.11|    134.11|    134.11|    134.11|    134.11|    134.11|    134.11|    166.44|    166.44|    166.44|    166.44|    166.44|    166.44|
C06601|    118.67|    118.67|    118.67|    118.67|    168.77|    168.77|    168.77|    168.77|    131.85|    131.85|    131.85|    131.85|    151.63|    151.63|    151.63|    151.63|    151.63|    145.04|    145.04|    145.04|    145.04|    145.04|    145.04|    145.04|    145.04|     79.11|     79.11|     79.11|     79.11|     79.11|     79.11|     79.11|     79.11|     79.11|     96.25|     96.25|     96.25|     96.25|     96.25|    147.67|    147.67|    147.67|    147.67|    147.67|    147.67|    147.67|    147.67|    183.27|    183.27|    183.27|    183.27|    183.27|    183.27|
C06830|    135.23|    135.23|    135.23|    135.23|    192.33|    192.33|    192.33|    192.33|    150.26|    150.26|    150.26|    150.26|    172.79|    172.79|    172.79|    172.79|    172.79|    165.28|    165.28|    165.28|    165.28|    165.28|    165.28|    165.28|    165.28|     90.15|     90.15|     90.15|     90.15|     90.15|     90.15|     90.15|     90.15|     90.15|    109.69|    109.69|    109.69|    109.69|    109.69|    168.29|    168.29|    168.29|    168.29|    168.29|    168.29|    168.29|    168.29|    208.86|    208.86|    208.86|    208.86|    208.86|    208.86|
C06200|    183.22|    183.22|    183.22|    183.22|    260.58|    260.58|    260.58|    260.58|    203.58|    203.58|    203.58|    203.58|    234.12|    234.12|    234.12|    234.12|    234.12|    223.94|    223.94|    223.94|    223.94|    223.94|    223.94|    223.94|    223.94|    122.15|    122.15|    122.15|    122.15|    122.15|    122.15|    122.15|    122.15|    122.15|    148.61|    148.61|    148.61|    148.61|    148.61|    228.01|    228.01|    228.01|    228.01|    228.01|    228.01|    228.01|    228.01|    282.98|    282.98|    282.98|    282.98|    282.98|    282.98|
