 Station 24 
QH  Jour 1       Jour 2       Jour 3       Jour 4       Jour 5       Jour 6       Jour 7
57  0.147355129  0.127075340  0.095470307  0.122976482  0.130222927  0.176192133  0.209266216 
58  0.136336770  0.140041641  0.107585021  0.111415884  0.122001104  0.114616965  0.224963241 
59  0.120586955  0.154485701  0.095684721  0.116027066  0.118956720  0.112970365  0.220290294 
60  0.132152744  0.134857162  0.085380079  0.132180546  0.104348395  0.105477919  0.186343773 
61  0.096807999  0.101112209  0.084814437  0.124959264  0.110199784  0.128760916  0.191709849 
62  0.091371185  0.074321335  0.099545498  0.172609822  0.116074841  0.140661568  0.219786944 
63  0.072213530  0.077649376  0.102161141  0.197298433  0.083662741  0.128854882  0.177232266 
64  0.104314434  0.091573370  0.124955217  0.199136395  0.080980319  0.160636848  0.173903874 
65  0.062747452  0.120539356  0.106479165  0.157220473  0.063641798  0.157934894  0.175493373 
66  0.065437968  0.136735156  0.117050131  0.144898735  0.091523571  0.173493082  0.220325751 
67  0.122349516  0.129394129  0.134460887  0.146624255  0.132210021  0.136272190  0.230265353 
68  0.173911617  0.156244127  0.143369593  0.173984642  0.136811525  0.179873072  0.203863803 
69  0.158759382  0.130138464  0.156328503  0.179602261  0.153643705  0.182949746  0.201721948 
70  0.153043046  0.133767318  0.183453096  0.164591151  0.152952160  0.203779340  0.227143808 
71  0.147897104  0.164309869  0.253427549  0.174201608  0.159345084  0.232653648  0.256619832 
72  0.141311321  0.150726281  0.288374787  0.264081043  0.185113508  0.229077408  0.242484503 
73  0.088914967  0.118827913  0.212414771  0.257860302  0.126985774  0.210343302  0.143220286 
74  0.097536145  0.133934837  0.184607607  0.252680134  0.110073353  0.211977936  0.157977126 
75  0.112456897  0.108326013  0.190139970  0.214292150  0.118422136  0.215641719  0.159936505 
76  0.134413728  0.140937834  0.210582880  0.205629883  0.129568511  0.227153135  0.139910458 
77  0.102019577  0.126425147  0.192022452  0.202932680  0.129586107  0.211299764  0.107348787 
78  0.129133524  0.121230726  0.190013363  0.211335749  0.119959373  0.222402499  0.108310440 
79  0.159309363  0.103456073  0.144210709  0.212108943  0.166779725  0.265284385  0.101447864 
80  0.165950134  0.118667784  0.179890141  0.139890750  0.177329839  0.205525624  0.127813164 
81  0.135850224  0.072812693  0.124560174  0.090854901  0.119637972  0.157033949  0.115963455 
82  0.095240144  0.045952137  0.046323072  0.067576656  0.079171743  0.125903232  0.076953783 
83  0.074155488  0.058813913  0.049772177  0.068649079  0.043583286  0.080082454  0.052683443 
84  0.073811562  0.045217744  0.032064128  0.046167431  0.030348110  0.057406275  0.022278320 
85  0.039990945  0.034352122  0.021615633  0.028157424  0.037902583  0.080230177  0.013045221 
86  0.052759372  0.018048015  0.018024172  0.030117770  0.039990417  0.060718919  0.017118652 
87  0.048846685  0.013524376  0.013158455  0.042217000  0.041890231  0.055115641  0.022629460 
88  0.026382545  0.013149657  0.015175726  0.036829544  0.019361776  0.045474214  0.016714547 
89  0.014608941  0.014959025  0.011593328  0.020806191  0.011603622  0.047136298  0.012497176 
90  0.023673817  0.012409193  0.013852816  0.027124593  0.007985854  0.061380286  0.008338313 
91  0.009954823  0.011044402  0.005937876  0.020968695  0.007537757  0.039187573  0.005219232 
92  0.007599433  0.005396166  0.007212044  0.017730045  0.007692079  0.025622109  0.001517265 
93  0.003872038  0.006660392  0.006315235  0.012273699  0.013904110  0.012043360  0.001877907 
94  0.002315005  0.007726832  0.003257126  0.011483173  0.021020957  0.010338868  0.001877907 
95  0.002313246  0.006811194  0.002184263  0.004128508  0.025135212  0.007545939  0.001078758 
96  0.002909154  0.006525162  0.001586067  0.002302336  0.024744480  0.006238338  0.001078758 
