0,Libelle Univers
0,Ensemble 15 ans +

0
-1
1
1
0
0

0,1,0
F:\source\sfr03\JFC_A198
47051020
5202
1
0
47051020

103,700,1,0,0,0.604926,0,1
103,1600,1,0,0,0.214618,0,1
103,1700,1,0,0,0.497485,0,1
102,800,1,0,0,5.457174,0,1
102,1330,1,0,0,2.773453,0,1
102,1530,1,0,0,1.320205,0,1
102,1800,1,0,0,3.027452,0,1
101,630,1,0,0,1.977135,0,1
101,900,1,0,0,1.879872,0,1
101,1130,1,0,0,1.305630,0,1
101,1700,1,0,0,0.311481,0,1
101,1830,1,0,0,0.826210,0,1
107,1400,1,0,0,1.143250,0,1
108,1230,1,0,0,0.400535,0,1
108,1830,1,0,0,0.427967,0,1
113,730,1,0,0,0.522116,0,1
113,1830,1,0,0,0.397596,0,1
124,1230,1,0,0,0.000000,0,1
124,1900,1,0,0,0.000000,0,1
110,1230,1,0,0,0.268676,0,1
111,1530,1,0,0,0.249748,0,1
112,1430,1,0,0,0.650154,0,1
112,2000,1,0,0,0.209188,0,1
106,1730,1,0,0,0.698931,0,1
114,1300,1,0,0,0.759546,0,1
114,1600,1,0,0,1.202858,0,1
122,1430,1,0,0,0.282608,0,1
103,600,1,0,0,0.334275,0,1
103,630,1,0,0,0.543542,0,1
103,1200,1,0,0,0.272007,0,1
103,1300,1,0,0,0.127568,0,1
103,1600,1,0,0,0.214618,0,1
103,1630,1,0,0,0.235872,0,1
103,1730,1,0,0,0.486621,0,1
103,1800,1,0,0,0.317383,0,1
102,630,1,0,0,4.019492,0,1
102,730,1,0,0,5.872546,0,1
102,830,1,0,0,4.952415,0,1
102,1300,1,0,0,3.016485,0,1
102,1430,1,0,0,1.365059,0,1
102,1500,1,0,0,1.402828,0,1
102,1600,1,0,0,1.868414,0,1
102,1730,1,0,0,4.525968,0,1
102,1830,1,0,0,1.901192,0,1
102,1900,1,0,0,1.121818,0,1
101,600,1,0,0,1.051650,0,1
101,700,1,0,0,2.988441,0,1
101,730,1,0,0,3.088966,0,1
101,1100,1,0,0,1.188168,0,1
101,1100,1,0,0,1.188168,0,1
101,1230,1,0,0,1.595209,0,1
101,1700,1,0,0,0.311481,0,1
101,1730,1,0,0,0.468842,0,1
101,1730,1,0,0,0.468842,0,1
101,1900,1,0,0,0.972041,0,1
101,2000,1,0,0,0.576502,0,1
107,630,1,0,0,1.303783,0,1
107,730,1,0,0,2.001026,0,1
107,1430,1,0,0,1.047448,0,1
117,630,1,0,0,0.113016,0,1
117,730,1,0,0,0.255121,0,1
117,1000,1,0,0,0.203247,0,1
117,1230,1,0,0,0.066991,0,1
117,1400,1,0,0,0.109530,0,1
117,1500,1,0,0,0.136207,0,1
117,1900,1,0,0,0.125164,0,1
108,830,1,0,0,1.315880,0,1
108,1130,1,0,0,0.614956,0,1
108,1630,1,0,0,0.570183,0,1
108,1730,1,0,0,0.625948,0,1
108,2230,1,0,0,0.069051,0,1
113,630,1,0,0,0.508607,0,1
113,1330,1,0,0,0.395158,0,1
113,1730,1,0,0,0.545659,0,1
113,1830,1,0,0,0.397596,0,1
124,630,1,0,0,0.000000,0,1
124,730,1,0,0,0.000000,0,1
124,1330,1,0,0,0.000000,0,1
124,1800,1,0,0,0.000000,0,1
110,1700,1,0,0,0.511551,0,1
109,630,1,0,0,0.505260,0,1
109,830,1,0,0,0.732156,0,1
109,1330,1,0,0,0.459469,0,1
109,1600,1,0,0,0.497719,0,1
109,1630,1,0,0,0.499409,0,1
109,1700,1,0,0,0.481388,0,1
109,1730,1,0,0,0.552033,0,1
109,1830,1,0,0,0.621585,0,1
109,2000,1,0,0,0.080785,0,1
111,830,1,0,0,0.331693,0,1
111,1500,1,0,0,0.286474,0,1
111,1600,1,0,0,0.282138,0,1
111,1630,1,0,0,0.356356,0,1
112,600,1,0,0,0.533572,0,1
112,1500,1,0,0,0.893849,0,1
112,1600,1,0,0,0.953210,0,1
106,730,1,0,0,0.791375,0,1
106,1700,1,0,0,0.706180,0,1
106,1830,1,0,0,0.410777,0,1
106,2000,1,0,0,0.108935,0,1
114,630,1,0,0,0.797277,0,1
114,1230,1,0,0,0.928407,0,1
114,1400,1,0,0,1.225980,0,1
114,1530,1,0,0,1.304535,0,1
114,1630,1,0,0,1.206146,0,1
122,900,1,0,0,0.262077,0,1
122,1030,1,0,0,0.349912,0,1
122,1530,1,0,0,0.259769,0,1
103,630,2,0,0,0.543542,0,1
103,1300,2,0,0,0.127568,0,1
103,1600,2,0,0,0.214618,0,1
103,1730,2,0,0,0.486621,0,1
102,630,2,0,0,4.019492,0,1
102,830,2,0,0,4.952415,0,1
102,1430,2,0,0,1.365059,0,1
102,1600,2,0,0,1.868414,0,1
102,1830,2,0,0,1.901192,0,1
101,700,2,0,0,2.988441,0,1
101,1100,2,0,0,1.188168,0,1
101,1230,2,0,0,1.595209,0,1
101,1730,2,0,0,0.468842,0,1
101,1900,2,0,0,0.972041,0,1
107,730,2,0,0,2.001026,0,1
108,1000,2,0,0,0.849958,0,1
108,1730,2,0,0,0.625948,0,1
108,2230,2,0,0,0.069051,0,1
113,630,2,0,0,0.508607,0,1
113,1330,2,0,0,0.395158,0,1
113,1830,2,0,0,0.397596,0,1
124,630,2,0,0,0.000000,0,1
110,930,2,0,0,0.387511,0,1
110,1700,2,0,0,0.511551,0,1
111,1500,2,0,0,0.286474,0,1
111,1630,2,0,0,0.356356,0,1
112,630,2,0,0,0.475983,0,1
112,1530,2,0,0,0.716826,0,1
106,730,2,0,0,0.791375,0,1
106,1400,2,0,0,0.506168,0,1
106,1800,2,0,0,0.552082,0,1
106,2000,2,0,0,0.108935,0,1
114,600,2,0,0,0.569745,0,1
114,1400,2,0,0,1.225980,0,1
114,1630,2,0,0,1.206146,0,1
122,1130,2,0,0,0.234586,0,1
103,600,2,0,0,0.334275,0,1
103,700,2,0,0,0.604926,0,1
103,1200,2,0,0,0.272007,0,1
103,1600,2,0,0,0.214618,0,1
103,1630,2,0,0,0.235872,0,1
103,1700,2,0,0,0.497485,0,1
103,1800,2,0,0,0.317383,0,1
102,700,2,0,0,5.671174,0,1
102,800,2,0,0,5.457174,0,1
102,1300,2,0,0,3.016485,0,1
102,1330,2,0,0,2.773453,0,1
102,1500,2,0,0,1.402828,0,1
102,1530,2,0,0,1.320205,0,1
102,1730,2,0,0,4.525968,0,1
102,1800,2,0,0,3.027452,0,1
102,1900,2,0,0,1.121818,0,1
101,600,2,0,0,1.051650,0,1
101,630,2,0,0,1.977135,0,1
101,730,2,0,0,3.088966,0,1
101,900,2,0,0,1.879872,0,1
101,1100,2,0,0,1.188168,0,1
101,1130,2,0,0,1.305630,0,1
101,1700,2,0,0,0.311481,0,1
101,1700,2,0,0,0.311481,0,1
101,1730,2,0,0,0.468842,0,1
101,1830,2,0,0,0.826210,0,1
101,2000,2,0,0,0.576502,0,1
107,630,2,0,0,1.303783,0,1
107,1430,2,0,0,1.047448,0,1
107,1530,2,0,0,1.086748,0,1
117,630,2,0,0,0.113016,0,1
117,730,2,0,0,0.255121,0,1
117,1000,2,0,0,0.203247,0,1
117,1230,2,0,0,0.066991,0,1
117,1400,2,0,0,0.109530,0,1
117,1500,2,0,0,0.136207,0,1
117,1900,2,0,0,0.125164,0,1
108,800,2,0,0,1.450353,0,1
108,1230,2,0,0,0.400535,0,1
108,1700,2,0,0,0.607587,0,1
108,1830,2,0,0,0.427967,0,1
113,730,2,0,0,0.522116,0,1
113,1730,2,0,0,0.545659,0,1
113,1830,2,0,0,0.397596,0,1
124,730,2,0,0,0.000000,0,1
124,1230,2,0,0,0.000000,0,1
124,1330,2,0,0,0.000000,0,1
124,1800,2,0,0,0.000000,0,1
124,1900,2,0,0,0.000000,0,1
110,800,2,0,0,0.583694,0,1
